dataset,split,selector_split,sequence,sample,left_index,right_index,segment_length,middle_count,normalized_left,normalized_right,endpoint_anchor_mse,endpoint_anchor_l1,endpoint_rgb_mse,endpoint_opacity_mse,endpoint_scale_mse,endpoint_xyz_mse,endpoint_rot_mse,left_opacity_mean,right_opacity_mean,left_scale_mean,right_scale_mean,rgb_motion_mean,rgb_motion_max,rgb_endpoint_mse,label_adapter_mse_sum,label_adapter_mse_mean,label_adapter_mse_max,label_linear_mse_sum,label_linear_mse_mean,label_adapter_delta_vs_linear_sum,label_adapter_delta_vs_linear_mean,label_log_adapter_mse_mean,label_adapter_better_than_linear
DAVIS,train,train,bus,DAVIS/train/bus,2,12,10,9,0.02531645569620253,0.1518987341772152,0.013857840560376644,0.042229775339365005,0.052234817296266556,0.0186660997569561,2.125475702996482e-06,0.001592364744283259,0.0,0.8555096983909607,0.8526600003242493,0.004898007493466139,0.004850553348660469,0.027705238945782185,0.04541781544685364,0.021180829033255577,0.252777561545372,0.028086395727263555,0.03375101462006569,0.07818181347101927,0.008686868163446585,0.17459574807435274,0.019399527563816972,-1.5515039893765292,false
DAVIS,train,train,bus,DAVIS/train/bus,2,13,11,10,0.02531645569620253,0.16455696202531644,0.014702150598168373,0.04397783800959587,0.05562115088105202,0.01930246315896511,2.2021613403921947e-06,0.001652533421292901,0.0,0.8555096983909607,0.8509807586669922,0.004898007493466139,0.004854766186326742,0.027224074371836403,0.04541781544685364,0.022795123979449272,0.28122223168611526,0.028122223168611526,0.03333501145243645,0.08714820863679051,0.008714820863679052,0.19407402304932475,0.019407402304932472,-1.5509503496504367,false
DAVIS,train,train,bus,DAVIS/train/bus,3,5,2,1,0.0379746835443038,0.06329113924050633,0.010533329099416733,0.03312861919403076,0.03934621810913086,0.017141101881861687,1.789755629033607e-06,0.0005833088071085513,0.0,0.8519080281257629,0.8514899015426636,0.004922478459775448,0.004944355692714453,0.03600882925093174,0.038081470876932144,0.010373035445809364,0.027524661272764206,0.027524661272764206,0.027524661272764206,0.004521101247519255,0.004521101247519255,0.02300356002524495,0.02300356002524495,-1.5602780168735675,false
DAVIS,train,train,bus,DAVIS/train/bus,3,10,7,6,0.0379746835443038,0.12658227848101267,0.01312024611979723,0.040750902146101,0.0490446463227272,0.019216233864426613,1.9127187442791183e-06,0.0014030587626621127,0.0,0.8519080281257629,0.8524569272994995,0.004922478459775448,0.0048213847912848,0.02967687855873789,0.04541781544685364,0.017622293904423714,0.16787836514413357,0.027979727524022262,0.03302565589547157,0.048905391711741686,0.008150898618623614,0.11897297343239188,0.019828828905398648,-1.5531565191135077,false
DAVIS,train,train,bus,DAVIS/train/bus,3,18,15,14,0.0379746835443038,0.22784810126582278,0.014085192233324051,0.044266246259212494,0.05311974883079529,0.018011102452874184,1.9179030914528994e-06,0.0019111045403406024,0.0,0.8519080281257629,0.8503405451774597,0.004922478459775448,0.0049279434606432915,0.03063276658455531,0.05843450129032135,0.023972714319825172,0.4110092092305422,0.029357800659324442,0.03271602466702461,0.14016537787392735,0.010011812705280525,0.27084383135661483,0.019345987954043915,-1.5322764827090318,false
DAVIS,train,train,bus,DAVIS/train/bus,4,8,4,3,0.05063291139240506,0.10126582278481013,0.011105227284133434,0.03598281741142273,0.04127967730164528,0.017402807250618935,1.8989477439390612e-06,0.0010407615918666124,0.0,0.8545666337013245,0.8541831374168396,0.004908435046672821,0.004862646106630564,0.032270205207169056,0.04541781544685364,0.013493952341377735,0.0807550959289074,0.0269183653096358,0.029678573831915855,0.0198371484875679,0.0066123828291893005,0.06091794744133949,0.0203059824804465,-1.5699513173353734,false
DAVIS,train,train,bus,DAVIS/train/bus,4,15,11,10,0.05063291139240506,0.189873417721519,0.015703223645687103,0.045363739132881165,0.059850770980119705,0.019338322803378105,2.3024015263217734e-06,0.0017488846788182855,0.0,0.8545666337013245,0.8519747257232666,0.004908435046672821,0.004841448739171028,0.026322102682156998,0.04541781544685364,0.02670116163790226,0.2817587722092867,0.02817587722092867,0.03223884478211403,0.08809564262628555,0.008809564262628555,0.19366312958300114,0.019366312958300116,-1.5501225538368726,false
DAVIS,train,train,bus,DAVIS/train/bus,4,16,12,11,0.05063291139240506,0.20253164556962025,0.016619300469756126,0.04683057963848114,0.06375467032194138,0.01930048130452633,2.342101652175188e-06,0.0018272306770086288,0.0,0.8545666337013245,0.8526075482368469,0.004908435046672821,0.004839092027395964,0.02621934749186039,0.04541781544685364,0.02855660580098629,0.313914081081748,0.028537643734704365,0.0328599251806736,0.1017434960231185,0.009249408729374409,0.2121705850586295,0.019288235005329956,-1.5445818880828366,false
DAVIS,train,train,bus,DAVIS/train/bus,4,17,13,12,0.05063291139240506,0.21518987341772153,0.01497942116111517,0.04458192363381386,0.05725178122520447,0.018042808398604393,2.0597003640432376e-06,0.0016433991258963943,0.0,0.8545666337013245,0.8472691774368286,0.004908435046672821,0.004927428904920816,0.028697436245588157,0.05843450129032135,0.026294270530343056,0.339448980987072,0.028287415082256,0.03203580528497696,0.10587772307917476,0.00882314358993123,0.23357125790789723,0.01946427149232477,-1.548406736755419,false
DAVIS,train,train,bus,DAVIS/train/bus,5,7,2,1,0.06329113924050633,0.08860759493670886,0.010960858315229416,0.034166119992733,0.040733616799116135,0.01810128428041935,1.8734086779659265e-06,0.0007284217281267047,0.0,0.8514899015426636,0.8504522442817688,0.004944355692714453,0.004899141378700733,0.034050118178129196,0.04541781544685364,0.009700741618871689,0.027412904426455498,0.027412904426455498,0.027412904426455498,0.00478195259347558,0.00478195259347558,0.022630951832979918,0.022630951832979918,-1.5620449480434087,false
DAVIS,train,train,bus,DAVIS/train/bus,5,10,5,4,0.06329113924050633,0.12658227848101267,0.010924390517175198,0.03536977991461754,0.040589023381471634,0.01713973470032215,1.8377601236352348e-06,0.0010355295380577445,0.0,0.8514899015426636,0.8524569272994995,0.004944355692714453,0.0048213847912848,0.027144098281860353,0.04541781544685364,0.013689324259757996,0.11105108819901943,0.027762772049754858,0.03033290058374405,0.030260776169598103,0.007565194042399526,0.08079031202942133,0.020197578007355332,-1.5565371727185622,false
DAVIS,train,train,bus,DAVIS/train/bus,5,12,7,6,0.06329113924050633,0.1518987341772152,0.013067708350718021,0.039574090391397476,0.049362972378730774,0.01792132295668125,2.114142716891365e-06,0.001288571278564632,0.0,0.8514899015426636,0.8526600003242493,0.004944355692714453,0.004850553348660469,0.025790460407733917,0.04541781544685364,0.019280584529042244,0.1654916498810053,0.027581941646834213,0.03137898072600365,0.0467169270850718,0.007786154514178634,0.11877472279593349,0.01979578713265558,-1.5593751646554896,false
DAVIS,train,train,bus,DAVIS/train/bus,5,13,8,7,0.06329113924050633,0.16455696202531644,0.014145778492093086,0.04182758182287216,0.05358833074569702,0.018909746780991554,2.1443509012897266e-06,0.0014053594786673784,0.0,0.8514899015426636,0.8509807586669922,0.004944355692714453,0.004854766186326742,0.0253682064358145,0.04541781544685364,0.021561339497566223,0.1923255305737257,0.02747507579624653,0.030997538939118385,0.054092532489448786,0.007727504641349826,0.13823299808427691,0.0197475711548967,-1.5610611007868922,false
DAVIS,train,train,bus,DAVIS/train/bus,5,15,10,9,0.06329113924050633,0.189873417721519,0.01574750803411007,0.04497060179710388,0.06021716818213463,0.01910240389406681,2.3073828288033837e-06,0.0016530134016647935,0.0,0.8514899015426636,0.8519747257232666,0.004944355692714453,0.004841448739171028,0.02514616586267948,0.04541781544685364,0.02599833346903324,0.2512567304074764,0.027917414489719603,0.03205493465065956,0.07551762089133263,0.008390846765703626,0.1757391095161438,0.019526567724015977,-1.554124805404462,false
DAVIS,train,train,bus,DAVIS/train/bus,5,16,11,10,0.06329113924050633,0.20253164556962025,0.01671626977622509,0.046549756079912186,0.06422609090805054,0.019423088058829308,2.3346276520896936e-06,0.0017351506976410747,0.0,0.8514899015426636,0.8526075482368469,0.004944355692714453,0.004839092027395964,0.025140972638672047,0.04541781544685364,0.02797894924879074,0.2830455619841814,0.02830455619841814,0.0327308215200901,0.08865766739472747,0.008865766739472748,0.19438789458945394,0.019438789458945394,-1.5481436502354833,false
DAVIS,train,train,bus,DAVIS/train/bus,5,19,14,13,0.06329113924050633,0.24050632911392406,0.015035356394946575,0.04532694071531296,0.056768279522657394,0.018446633592247963,2.105923613271443e-06,0.0022346344776451588,0.0,0.8514899015426636,0.8513584733009338,0.004944355692714453,0.004919664468616247,0.030226843963776315,0.05843450129032135,0.024005696177482605,0.3712343964725733,0.028556492036351792,0.03382561355829239,0.12021054700016975,0.009246965153859211,0.2510238494724035,0.01930952688249258,-1.544295143618269,false
DAVIS,train,train,bus,DAVIS/train/bus,5,20,15,14,0.06329113924050633,0.25316455696202533,0.01564137078821659,0.04691915586590767,0.058473315089941025,0.01951720379292965,2.2366161829268094e-06,0.0027987223584204912,0.0,0.8514899015426636,0.8515229225158691,0.004944355692714453,0.004875544924288988,0.030085678522785504,0.05843450129032135,0.024981463328003883,0.39670682325959206,0.028336201661399434,0.034418459981679916,0.12701844098046422,0.009072745784318872,0.26968838227912784,0.01926345587708056,-1.547658365366464,false
DAVIS,train,train,bus,DAVIS/train/bus,5,21,16,15,0.06329113924050633,0.26582278481012656,0.01675284467637539,0.04872318357229233,0.06301678717136383,0.020016664639115334,2.370968104514759e-06,0.002905069151893258,0.0,0.8514899015426636,0.8511892557144165,0.004944355692714453,0.004888648167252541,0.0300472091184929,0.05843450129032135,0.02701669931411743,0.4302809573709965,0.028685397158066433,0.034386757761240005,0.14162190537899733,0.009441460358599822,0.28865905199199915,0.01924393679946661,-1.5423391327853075,false
DAVIS,train,train,bus,DAVIS/train/bus,6,9,3,2,0.0759493670886076,0.11392405063291139,0.009482384659349918,0.030968062579631805,0.03506738692522049,0.016087165102362633,1.7678526091913227e-06,0.0006593726575374603,0.0,0.8496575951576233,0.8524969220161438,0.004958223085850477,0.004859228152781725,0.022586892048517864,0.022899113595485687,0.009259712882339954,0.05233701691031456,0.02616850845515728,0.02827593870460987,0.009718958754092455,0.0048594793770462275,0.042618058156222105,0.021309029078111053,-1.582221030425489,false
DAVIS,train,train,bus,DAVIS/train/bus,6,10,4,3,0.0759493670886076,0.12658227848101267,0.011546926572918892,0.03529586270451546,0.04347041994333267,0.01738058403134346,1.951919784914935e-06,0.0007714201346971095,0.0,0.8496575951576233,0.8524569272994995,0.004958223085850477,0.0048213847912848,0.02257566899061203,0.022899113595485687,0.01303005963563919,0.0791899748146534,0.026396658271551132,0.02904992364346981,0.017167617566883564,0.005722539188961188,0.06202235724776983,0.020674119082589943,-1.5784510498593973,false
DAVIS,train,train,bus,DAVIS/train/bus,6,15,9,8,0.0759493670886076,0.189873417721519,0.01612049899995327,0.045044004917144775,0.06186662241816521,0.019587889313697815,2.3912982669571647e-06,0.0014579718699678779,0.0,0.8496575951576233,0.8519747257232666,0.004958223085850477,0.004841448739171028,0.022893760353326797,0.025393815711140633,0.0261795986443758,0.21835877932608128,0.02729484741576016,0.031971924006938934,0.06096990127116442,0.007621237658895552,0.15738887805491686,0.019673609756864607,-1.5639193291376248,false
DAVIS,train,train,bus,DAVIS/train/bus,6,16,10,9,0.0759493670886076,0.20253164556962025,0.017148038372397423,0.04682342708110809,0.06609079986810684,0.019972026348114014,2.4233406747953268e-06,0.001558398944325745,0.0,0.8496575951576233,0.8526075482368469,0.004958223085850477,0.004839092027395964,0.023113288357853888,0.025393815711140633,0.028722086921334267,0.24992777407169342,0.0277697526746326,0.03284992650151253,0.07381895277649164,0.008202105864054628,0.17610882129520178,0.019567646810577974,-1.5564279881678669,false
DAVIS,train,train,bus,DAVIS/train/bus,6,17,11,10,0.0759493670886076,0.21518987341772153,0.015747176483273506,0.04487627372145653,0.06072056293487549,0.018176330253481865,2.1261885194689967e-06,0.0014569965424016118,0.0,0.8496575951576233,0.8472691774368286,0.004958223085850477,0.004927428904920816,0.026324307715350933,0.05843450129032135,0.028191618621349335,0.2760652881115675,0.02760652881115675,0.031838059425354004,0.07880598958581686,0.007880598958581685,0.19725929852575064,0.019725929852575066,-1.5589881972179653,false
DAVIS,train,train,bus,DAVIS/train/bus,6,18,12,11,0.0759493670886076,0.22784810126582278,0.01556510478258133,0.04563300684094429,0.059560466557741165,0.018266798928380013,2.0914230844937265e-06,0.0017979777185246348,0.0,0.8496575951576233,0.8503405451774597,0.004958223085850477,0.0049279434606432915,0.02850466873496771,0.05843450129032135,0.02694069780409336,0.3096759133040905,0.028152355754917317,0.033052120357751846,0.09504149435088038,0.008640135850080034,0.21463441895321012,0.019512219904837282,-1.5504852580421606,false
DAVIS,train,train,bus,DAVIS/train/bus,6,21,15,14,0.0759493670886076,0.26582278481012656,0.01753353886306286,0.049740567803382874,0.06642065197229385,0.020195672288537025,2.4466050945193274e-06,0.0028244913555681705,0.0,0.8496575951576233,0.8511892557144165,0.004958223085850477,0.004888648167252541,0.029022502029935518,0.05843450129032135,0.029898663982748985,0.39756724797189236,0.028397660569420884,0.03450660780072212,0.12691066367551684,0.00906504740539406,0.2706565842963755,0.019332613164026825,-1.54671743612217,false
DAVIS,train,train,bus,DAVIS/train/bus,7,12,5,4,0.08860759493670886,0.1518987341772152,0.014015584252774715,0.0396999716758728,0.05324465036392212,0.01953197456896305,2.254203309348668e-06,0.000977381831035018,0.0,0.8504522442817688,0.8526600003242493,0.004899141378700733,0.004850553348660469,0.022486597299575806,0.02343207597732544,0.017482517287135124,0.10768580809235573,0.026921452023088932,0.03052701987326145,0.026592888869345188,0.006648222217336297,0.08109291922301054,0.020273229805752635,-1.5699015198922266,false
DAVIS,train,train,bus,DAVIS/train/bus,7,19,12,11,0.08860759493670886,0.24050632911392406,0.01616777665913105,0.046664584428071976,0.06131737679243088,0.019566694274544716,2.3268230506801046e-06,0.0022191968746483326,0.0,0.8504522442817688,0.8513584733009338,0.004899141378700733,0.004919664468616247,0.029589631594717503,0.05843450129032135,0.02572707273066044,0.3145190365612507,0.028592639687386425,0.03405619412660599,0.10088103590533137,0.009171003264121035,0.2136380006559193,0.01942163642326539,-1.543745748483204,false
DAVIS,train,train,bus,DAVIS/train/bus,7,23,16,15,0.08860759493670886,0.2911392405063291,0.019185177981853485,0.05250724032521248,0.07288552820682526,0.021515732631087303,2.6280015390511835e-06,0.003076570574194193,0.0,0.8504522442817688,0.8527944087982178,0.004899141378700733,0.004883157555013895,0.029216672061011195,0.05843450129032135,0.03468279540538788,0.43871666491031647,0.029247777660687764,0.03415527939796448,0.15038241911679506,0.010025494607786338,0.2883342457935214,0.019222283052901426,-1.5339071273914602,false
DAVIS,train,train,bus,DAVIS/train/bus,8,17,9,8,0.10126582278481013,0.21518987341772153,0.015257229097187519,0.04428907111287117,0.058138657361269,0.019460171461105347,2.2941992483538343e-06,0.0014877383364364505,0.0,0.8541831374168396,0.8472691774368286,0.004862646106630564,0.004927428904920816,0.027109538929329977,0.05843450129032135,0.02431274950504303,0.21979820169508457,0.02747477521188557,0.030888991430401802,0.06231123162433505,0.007788903953041881,0.15748697007074952,0.01968587125884369,-1.5610658521056642,false
DAVIS,train,train,bus,DAVIS/train/bus,8,19,11,10,0.10126582278481013,0.24050632911392406,0.015155709348618984,0.04500148817896843,0.05698196217417717,0.019507819786667824,2.265149532831856e-06,0.0021886557806283236,0.0,0.8541831374168396,0.8513584733009338,0.004862646106630564,0.004919664468616247,0.030197860503738575,0.05843450129032135,0.022398775443434715,0.2819721382111311,0.02819721382111311,0.03421230986714363,0.08877551602199674,0.008877551602199673,0.19319662218913436,0.019319662218913437,-1.549793802370755,false
DAVIS,train,train,bus,DAVIS/train/bus,8,20,12,11,0.10126582278481013,0.25316455696202533,0.01587372086942196,0.04669572040438652,0.0593092255294323,0.020288338884711266,2.3397337827191222e-06,0.002712540328502655,0.0,0.8541831374168396,0.8515229225158691,0.004862646106630564,0.004875544924288988,0.030023818990836542,0.05843450129032135,0.023781893774867058,0.3069610260426998,0.027905547822063618,0.03467375785112381,0.09515385841950774,0.008650350765409794,0.21180716762319207,0.019255197056653822,-1.5543094472846344,false
DAVIS,train,train,bus,DAVIS/train/bus,8,21,13,12,0.10126582278481013,0.26582278481012656,0.01708134263753891,0.04867580905556679,0.06436615437269211,0.02048179879784584,2.523224111428135e-06,0.002824037801474333,0.0,0.8541831374168396,0.8511892557144165,0.004862646106630564,0.004888648167252541,0.029981230457241718,0.05843450129032135,0.026403456926345825,0.3394451718777418,0.028287097656478483,0.03433849662542343,0.10879379836842418,0.009066149864035348,0.23065137350931764,0.019220947792443134,-1.5484116101960166,false
DAVIS,train,train,bus,DAVIS/train/bus,9,11,2,1,0.11392405063291139,0.13924050632911392,0.01012943685054779,0.031616438180208206,0.03745049610733986,0.01740013249218464,1.7509220242573065e-06,0.0006425171159207821,0.0,0.8524969220161438,0.8519837856292725,0.004859228152781725,0.004848000593483448,0.021961327642202377,0.02254199981689453,0.00533259054645896,0.02764378860592842,0.02764378860592842,0.02764378860592842,0.004961113911122084,0.004961113911122084,0.022682674694806337,0.022682674694806337,-1.5584024367563,false
DAVIS,train,train,bus,DAVIS/train/bus,9,12,3,2,0.11392405063291139,0.1518987341772152,0.011793849989771843,0.03505420684814453,0.04425721615552902,0.01818607933819294,1.990559667319758e-06,0.0007861084304749966,0.0,0.8524969220161438,0.8526600003242493,0.004859228152781725,0.004850553348660469,0.022451577087243397,0.02343207597732544,0.010375297628343105,0.05368232727050781,0.026841163635253906,0.028595982119441032,0.011411287821829319,0.0057056439109146595,0.042271039448678493,0.021135519724339247,-1.5711986602672228,false
DAVIS,train,train,bus,DAVIS/train/bus,9,13,4,3,0.11392405063291139,0.16455696202531644,0.012363970279693604,0.03678038343787193,0.04644434526562691,0.018637744709849358,2.083215576931252e-06,0.0009188769618049264,0.0,0.8524969220161438,0.8509807586669922,0.004859228152781725,0.004854766186326742,0.022441789973527193,0.02343207597732544,0.013920740224421024,0.08052326180040836,0.026841087266802788,0.02935570478439331,0.018802359700202942,0.006267453233400981,0.06172090210020542,0.020573634033401806,-1.571199895923193,false
DAVIS,train,train,bus,DAVIS/train/bus,9,14,5,4,0.11392405063291139,0.17721518987341772,0.014439974911510944,0.0407245047390461,0.05490844324231148,0.019794808700680733,2.3682587197981775e-06,0.0010649178875610232,0.0,0.8524969220161438,0.851530134677887,0.004859228152781725,0.004865927156060934,0.02303219512104988,0.025393815711140633,0.017459111288189888,0.10877201147377491,0.027193002868443727,0.030676409602165222,0.028095196932554245,0.007023799233138561,0.08067681454122066,0.020169203635305166,-1.565542831484938,false
DAVIS,train,train,bus,DAVIS/train/bus,9,19,10,9,0.11392405063291139,0.24050632911392406,0.014358947053551674,0.04368166998028755,0.05362630635499954,0.019278138875961304,2.163932549592573e-06,0.002168303122743964,0.0,0.8524969220161438,0.8513584733009338,0.004859228152781725,0.004919664468616247,0.03099973239004612,0.05843450129032135,0.020824428647756577,0.25604586862027645,0.028449540957808495,0.03451406955718994,0.08133943425491452,0.009037714917212725,0.17470643436536193,0.01941182604059577,-1.5459247366736477,false
DAVIS,train,train,bus,DAVIS/train/bus,9,20,11,10,0.11392405063291139,0.25316455696202533,0.015226558782160282,0.0456923246383667,0.05647934973239899,0.020364033058285713,2.2739582163922023e-06,0.0027128751389682293,0.0,0.8524969220161438,0.8515229225158691,0.004859228152781725,0.004875544924288988,0.03073697147721594,0.05843450129032135,0.02233753353357315,0.2807028479874134,0.02807028479874134,0.034800559282302856,0.08731393935158849,0.008731393935158848,0.19338890863582492,0.019338890863582495,-1.551753181012563,false
DAVIS,train,train,bus,DAVIS/train/bus,10,14,4,3,0.12658227848101267,0.17721518987341772,0.0129562271758914,0.03782222047448158,0.048898376524448395,0.018936820328235626,2.155202992071281e-06,0.0009315601782873273,0.0,0.8524569272994995,0.851530134677887,0.0048213847912848,0.004865927156060934,0.02315474394708872,0.025393815711140633,0.013837742619216442,0.08069080486893654,0.02689693495631218,0.02936439961194992,0.019128242041915655,0.006376080680638552,0.061562562827020884,0.020520854275673628,-1.5702972072454664,false
DAVIS,train,train,bus,DAVIS/train/bus,10,15,5,4,0.12658227848101267,0.189873417721519,0.013899702578783035,0.03978890925645828,0.052684735506772995,0.01946292072534561,2.243213430119795e-06,0.0010581696406006813,0.0,0.8524569272994995,0.8519747257232666,0.0048213847912848,0.004841448739171028,0.02314823344349861,0.025393815711140633,0.01746896281838417,0.1069407481700182,0.02673518704250455,0.030517758801579475,0.026427484583109617,0.006606871145777404,0.08051326358690858,0.020128315896727145,-1.5729167731616303,false
DAVIS,train,train,bus,DAVIS/train/bus,10,17,7,6,0.12658227848101267,0.21518987341772153,0.013658035546541214,0.04142376407980919,0.051542144268751144,0.018883850425481796,2.0685977233370068e-06,0.001346670906059444,0.0,0.8524569272994995,0.8472691774368286,0.0048213847912848,0.004927428904920816,0.028466386986630305,0.05843450129032135,0.019407281652092934,0.16432926058769226,0.02738821009794871,0.030738526955246925,0.044715859927237034,0.007452643321206172,0.11961340066045523,0.01993556677674254,-1.5624363492557156,false
DAVIS,train,train,bus,DAVIS/train/bus,10,18,8,7,0.12658227848101267,0.22784810126582278,0.01274021901190281,0.04028366133570671,0.04736006632447243,0.018611513078212738,1.9034725937672192e-06,0.0016424342757090926,0.0,0.8524569272994995,0.8503405451774597,0.0048213847912848,0.0049279434606432915,0.03146916860714555,0.05843450129032135,0.018015949055552483,0.19852438010275364,0.028360625728964806,0.0334598682820797,0.06112254736945033,0.008731792481350047,0.1374018327333033,0.01962883324761476,-1.5472841913989503,false
DAVIS,train,train,bus,DAVIS/train/bus,10,19,9,8,0.12658227848101267,0.24050632911392406,0.013070760294795036,0.04138950631022453,0.048271846026182175,0.01885068602859974,1.9478366084513254e-06,0.0020832475274801254,0.0,0.8524569272994995,0.8513584733009338,0.0048213847912848,0.004919664468616247,0.03193948045372963,0.05843450129032135,0.018349936231970787,0.22590329125523567,0.02823791140690446,0.03473104164004326,0.07008314784616232,0.00876039348077029,0.15582014340907335,0.01947751792613417,-1.5491674286388708,false
