dataset,split,sequence,frame_count,depth_count,mask_count,ready_for_anchor_export,image_dir,depth_dir,mask_dir
DAVIS,train,hike,80,80,80,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/hike,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/hike,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/hike
DAVIS,train,hockey,75,75,75,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/hockey,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/hockey,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/hockey
DAVIS,train,horsejump-low,60,60,60,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/horsejump-low,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/horsejump-low,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/horsejump-low
DAVIS,train,kid-football,68,68,68,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/kid-football,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/kid-football,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/kid-football
DAVIS,train,kite-walk,80,80,80,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/kite-walk,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/kite-walk,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/kite-walk
DAVIS,train,koala,100,100,100,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/koala,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/koala,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/koala
DAVIS,train,lady-running,65,65,65,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/lady-running,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/lady-running,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/lady-running
DAVIS,train,lindy-hop,73,73,73,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/lindy-hop,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/lindy-hop,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/lindy-hop
DAVIS,train,longboard,52,52,52,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/longboard,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/longboard,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/longboard
DAVIS,train,lucia,70,70,70,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/lucia,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/lucia,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/lucia
DAVIS,train,mallard-fly,70,70,70,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/mallard-fly,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/mallard-fly,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/mallard-fly
DAVIS,train,mallard-water,80,80,80,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/mallard-water,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/mallard-water,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/mallard-water
DAVIS,train,miami-surf,70,70,70,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/miami-surf,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/miami-surf,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/miami-surf
DAVIS,train,motocross-bumps,60,60,60,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/motocross-bumps,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/motocross-bumps,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/motocross-bumps
DAVIS,train,motorbike,43,43,43,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/motorbike,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/motorbike,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/motorbike
DAVIS,train,night-race,46,46,46,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/night-race,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/night-race,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/night-race
DAVIS,train,paragliding,70,70,70,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/paragliding,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/paragliding,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/paragliding
DAVIS,train,planes-water,38,38,38,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/planes-water,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/planes-water,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/planes-water
DAVIS,train,rallye,50,50,50,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/rallye,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/rallye,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/rallye
DAVIS,train,rhino,90,90,90,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/rhino,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/rhino,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/rhino
DAVIS,train,rollerblade,35,35,35,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/rollerblade,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/rollerblade,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/rollerblade
DAVIS,train,schoolgirls,80,80,80,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/schoolgirls,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/schoolgirls,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/schoolgirls
DAVIS,train,scooter-board,91,91,91,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/scooter-board,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/scooter-board,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/scooter-board
DAVIS,train,scooter-gray,75,75,75,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/scooter-gray,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/scooter-gray,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/scooter-gray
DAVIS,train,sheep,68,68,68,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/sheep,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/sheep,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/sheep
DAVIS,train,skate-park,80,80,80,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/skate-park,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/skate-park,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/skate-park
DAVIS,train,snowboard,66,66,66,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/snowboard,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/snowboard,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/snowboard
DAVIS,train,soccerball,48,48,48,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/soccerball,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/soccerball,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/soccerball
DAVIS,train,stroller,91,91,91,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/stroller,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/stroller,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/stroller
DAVIS,train,stunt,71,71,71,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/stunt,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/stunt,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/stunt
DAVIS,train,surf,55,55,55,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/surf,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/surf,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/surf
DAVIS,train,swing,60,60,60,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/swing,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/swing,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/swing
DAVIS,train,tennis,70,70,70,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/tennis,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/tennis,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/tennis
DAVIS,train,tractor-sand,76,76,76,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/tractor-sand,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/tractor-sand,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/tractor-sand
DAVIS,train,train,80,80,80,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/train,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/train,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/train
DAVIS,train,tuk-tuk,59,59,59,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/tuk-tuk,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/tuk-tuk,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/tuk-tuk
DAVIS,train,upside-down,65,65,65,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/upside-down,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/upside-down,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/upside-down
DAVIS,train,varanus-cage,67,67,67,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/varanus-cage,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/varanus-cage,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/varanus-cage
DAVIS,train,walking,72,72,72,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/walking,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/walking,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/walking
DAVIS,val,bike-packing,69,69,69,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/bike-packing,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/bike-packing,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/bike-packing
DAVIS,val,blackswan,50,50,50,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/blackswan,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/blackswan,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/blackswan
DAVIS,val,bmx-trees,80,80,80,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/bmx-trees,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/bmx-trees,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/bmx-trees
DAVIS,val,breakdance,84,84,84,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/breakdance,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/breakdance,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/breakdance
DAVIS,val,camel,90,90,90,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/camel,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/camel,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/camel
DAVIS,val,car-roundabout,75,75,75,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/car-roundabout,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/car-roundabout,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/car-roundabout
DAVIS,val,car-shadow,40,40,40,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/car-shadow,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/car-shadow,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/car-shadow
DAVIS,val,cows,104,104,104,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/cows,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/cows,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/cows
DAVIS,val,dance-twirl,90,90,90,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/dance-twirl,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/dance-twirl,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/dance-twirl
DAVIS,val,dog,60,60,60,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/dog,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/dog,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/dog
DAVIS,val,dogs-jump,66,66,66,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/dogs-jump,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/dogs-jump,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/dogs-jump
DAVIS,val,drift-chicane,52,52,52,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/drift-chicane,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/drift-chicane,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/drift-chicane
DAVIS,val,drift-straight,50,50,50,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/drift-straight,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/drift-straight,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/drift-straight
DAVIS,val,goat,90,90,90,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/goat,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/goat,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/goat
DAVIS,val,gold-fish,78,78,78,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/gold-fish,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/gold-fish,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/gold-fish
DAVIS,val,horsejump-high,50,50,50,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/horsejump-high,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/horsejump-high,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/horsejump-high
DAVIS,val,india,81,81,81,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/india,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/india,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/india
DAVIS,val,judo,34,34,34,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/judo,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/judo,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/judo
DAVIS,val,kite-surf,50,50,50,true,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/JPEGImages/Full-Resolution/kite-surf,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/depthImages/Full-Resolution/kite-surf,/mnt/hdd2tC/tmp/opencode/datasets/DAVIS/Annotations_unsupervised/Full-Resolution/kite-surf
