sample,frame_gap,left_index,right_index,segment_length,middle_frame_count,dataset_item,dataset_item_relative,anchor_mib,gaussians_per_anchor
n3dv,1,50,51,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/n3dv/gap1/pair_000050_000051.pt,n3dv/gap1/pair_000050_000051.pt,1.828125,36864
n3dv,1,51,52,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/n3dv/gap1/pair_000051_000052.pt,n3dv/gap1/pair_000051_000052.pt,1.828125,36864
n3dv,1,52,53,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/n3dv/gap1/pair_000052_000053.pt,n3dv/gap1/pair_000052_000053.pt,1.828125,36864
n3dv,1,53,54,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/n3dv/gap1/pair_000053_000054.pt,n3dv/gap1/pair_000053_000054.pt,1.828125,36864
n3dv,1,54,55,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/n3dv/gap1/pair_000054_000055.pt,n3dv/gap1/pair_000054_000055.pt,1.828125,36864
n3dv,1,55,56,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/n3dv/gap1/pair_000055_000056.pt,n3dv/gap1/pair_000055_000056.pt,1.828125,36864
n3dv,1,56,57,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/n3dv/gap1/pair_000056_000057.pt,n3dv/gap1/pair_000056_000057.pt,1.828125,36864
n3dv,1,57,58,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/n3dv/gap1/pair_000057_000058.pt,n3dv/gap1/pair_000057_000058.pt,1.828125,36864
n3dv,1,58,59,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/n3dv/gap1/pair_000058_000059.pt,n3dv/gap1/pair_000058_000059.pt,1.828125,36864
n3dv,1,59,60,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/n3dv/gap1/pair_000059_000060.pt,n3dv/gap1/pair_000059_000060.pt,1.828125,36864
n3dv,1,60,61,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/n3dv/gap1/pair_000060_000061.pt,n3dv/gap1/pair_000060_000061.pt,1.828125,36864
n3dv,1,61,62,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/n3dv/gap1/pair_000061_000062.pt,n3dv/gap1/pair_000061_000062.pt,1.828125,36864
n3dv,1,62,63,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/n3dv/gap1/pair_000062_000063.pt,n3dv/gap1/pair_000062_000063.pt,1.828125,36864
n3dv,1,63,64,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/n3dv/gap1/pair_000063_000064.pt,n3dv/gap1/pair_000063_000064.pt,1.828125,36864
n3dv,1,64,65,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/n3dv/gap1/pair_000064_000065.pt,n3dv/gap1/pair_000064_000065.pt,1.828125,36864
n3dv,1,65,66,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/n3dv/gap1/pair_000065_000066.pt,n3dv/gap1/pair_000065_000066.pt,1.828125,36864
n3dv,1,66,67,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/n3dv/gap1/pair_000066_000067.pt,n3dv/gap1/pair_000066_000067.pt,1.828125,36864
n3dv,1,67,68,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/n3dv/gap1/pair_000067_000068.pt,n3dv/gap1/pair_000067_000068.pt,1.828125,36864
n3dv,1,68,69,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/n3dv/gap1/pair_000068_000069.pt,n3dv/gap1/pair_000068_000069.pt,1.828125,36864
n3dv,1,69,70,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/n3dv/gap1/pair_000069_000070.pt,n3dv/gap1/pair_000069_000070.pt,1.828125,36864
n3dv,1,70,71,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/n3dv/gap1/pair_000070_000071.pt,n3dv/gap1/pair_000070_000071.pt,1.828125,36864
n3dv,1,71,72,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/n3dv/gap1/pair_000071_000072.pt,n3dv/gap1/pair_000071_000072.pt,1.828125,36864
n3dv,1,72,73,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/n3dv/gap1/pair_000072_000073.pt,n3dv/gap1/pair_000072_000073.pt,1.828125,36864
n3dv,1,73,74,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/n3dv/gap1/pair_000073_000074.pt,n3dv/gap1/pair_000073_000074.pt,1.828125,36864
n3dv,1,74,75,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/n3dv/gap1/pair_000074_000075.pt,n3dv/gap1/pair_000074_000075.pt,1.828125,36864
n3dv,1,75,76,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/n3dv/gap1/pair_000075_000076.pt,n3dv/gap1/pair_000075_000076.pt,1.828125,36864
n3dv,1,76,77,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/n3dv/gap1/pair_000076_000077.pt,n3dv/gap1/pair_000076_000077.pt,1.828125,36864
n3dv,1,77,78,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/n3dv/gap1/pair_000077_000078.pt,n3dv/gap1/pair_000077_000078.pt,1.828125,36864
n3dv,1,78,79,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/n3dv/gap1/pair_000078_000079.pt,n3dv/gap1/pair_000078_000079.pt,1.828125,36864
n3dv,1,79,80,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/n3dv/gap1/pair_000079_000080.pt,n3dv/gap1/pair_000079_000080.pt,1.828125,36864
meetroom,1,0,1,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/meetroom/gap1/pair_000000_000001.pt,meetroom/gap1/pair_000000_000001.pt,1.828125,36864
meetroom,1,1,2,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/meetroom/gap1/pair_000001_000002.pt,meetroom/gap1/pair_000001_000002.pt,1.828125,36864
meetroom,1,2,3,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/meetroom/gap1/pair_000002_000003.pt,meetroom/gap1/pair_000002_000003.pt,1.828125,36864
meetroom,1,3,4,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/meetroom/gap1/pair_000003_000004.pt,meetroom/gap1/pair_000003_000004.pt,1.828125,36864
meetroom,1,4,5,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/meetroom/gap1/pair_000004_000005.pt,meetroom/gap1/pair_000004_000005.pt,1.828125,36864
meetroom,1,5,6,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/meetroom/gap1/pair_000005_000006.pt,meetroom/gap1/pair_000005_000006.pt,1.828125,36864
meetroom,1,6,7,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/meetroom/gap1/pair_000006_000007.pt,meetroom/gap1/pair_000006_000007.pt,1.828125,36864
meetroom,1,7,8,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/meetroom/gap1/pair_000007_000008.pt,meetroom/gap1/pair_000007_000008.pt,1.828125,36864
meetroom,1,8,9,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/meetroom/gap1/pair_000008_000009.pt,meetroom/gap1/pair_000008_000009.pt,1.828125,36864
meetroom,1,9,10,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/meetroom/gap1/pair_000009_000010.pt,meetroom/gap1/pair_000009_000010.pt,1.828125,36864
meetroom,1,10,11,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/meetroom/gap1/pair_000010_000011.pt,meetroom/gap1/pair_000010_000011.pt,1.828125,36864
meetroom,1,11,12,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/meetroom/gap1/pair_000011_000012.pt,meetroom/gap1/pair_000011_000012.pt,1.828125,36864
meetroom,1,12,13,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/meetroom/gap1/pair_000012_000013.pt,meetroom/gap1/pair_000012_000013.pt,1.828125,36864
meetroom,1,13,14,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/meetroom/gap1/pair_000013_000014.pt,meetroom/gap1/pair_000013_000014.pt,1.828125,36864
meetroom,1,14,15,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/meetroom/gap1/pair_000014_000015.pt,meetroom/gap1/pair_000014_000015.pt,1.828125,36864
meetroom,1,15,16,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/meetroom/gap1/pair_000015_000016.pt,meetroom/gap1/pair_000015_000016.pt,1.828125,36864
meetroom,1,16,17,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/meetroom/gap1/pair_000016_000017.pt,meetroom/gap1/pair_000016_000017.pt,1.828125,36864
meetroom,1,17,18,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/meetroom/gap1/pair_000017_000018.pt,meetroom/gap1/pair_000017_000018.pt,1.828125,36864
meetroom,1,18,19,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/meetroom/gap1/pair_000018_000019.pt,meetroom/gap1/pair_000018_000019.pt,1.828125,36864
meetroom,1,19,20,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/meetroom/gap1/pair_000019_000020.pt,meetroom/gap1/pair_000019_000020.pt,1.828125,36864
meetroom,1,20,21,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/meetroom/gap1/pair_000020_000021.pt,meetroom/gap1/pair_000020_000021.pt,1.828125,36864
meetroom,1,21,22,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/meetroom/gap1/pair_000021_000022.pt,meetroom/gap1/pair_000021_000022.pt,1.828125,36864
meetroom,1,22,23,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/meetroom/gap1/pair_000022_000023.pt,meetroom/gap1/pair_000022_000023.pt,1.828125,36864
meetroom,1,23,24,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/meetroom/gap1/pair_000023_000024.pt,meetroom/gap1/pair_000023_000024.pt,1.828125,36864
meetroom,1,24,25,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/meetroom/gap1/pair_000024_000025.pt,meetroom/gap1/pair_000024_000025.pt,1.828125,36864
meetroom,1,25,26,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/meetroom/gap1/pair_000025_000026.pt,meetroom/gap1/pair_000025_000026.pt,1.828125,36864
meetroom,1,26,27,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/meetroom/gap1/pair_000026_000027.pt,meetroom/gap1/pair_000026_000027.pt,1.828125,36864
meetroom,1,27,28,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/meetroom/gap1/pair_000027_000028.pt,meetroom/gap1/pair_000027_000028.pt,1.828125,36864
meetroom,1,28,29,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/meetroom/gap1/pair_000028_000029.pt,meetroom/gap1/pair_000028_000029.pt,1.828125,36864
meetroom,1,29,30,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/meetroom/gap1/pair_000029_000030.pt,meetroom/gap1/pair_000029_000030.pt,1.828125,36864
meetroom,1,30,31,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/meetroom/gap1/pair_000030_000031.pt,meetroom/gap1/pair_000030_000031.pt,1.828125,36864
meetroom,1,31,32,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/meetroom/gap1/pair_000031_000032.pt,meetroom/gap1/pair_000031_000032.pt,1.828125,36864
meetroom,1,32,33,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/meetroom/gap1/pair_000032_000033.pt,meetroom/gap1/pair_000032_000033.pt,1.828125,36864
meetroom,1,33,34,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/meetroom/gap1/pair_000033_000034.pt,meetroom/gap1/pair_000033_000034.pt,1.828125,36864
meetroom,1,34,35,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/meetroom/gap1/pair_000034_000035.pt,meetroom/gap1/pair_000034_000035.pt,1.828125,36864
meetroom,1,35,36,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/meetroom/gap1/pair_000035_000036.pt,meetroom/gap1/pair_000035_000036.pt,1.828125,36864
meetroom,1,36,37,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/meetroom/gap1/pair_000036_000037.pt,meetroom/gap1/pair_000036_000037.pt,1.828125,36864
meetroom,1,37,38,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/meetroom/gap1/pair_000037_000038.pt,meetroom/gap1/pair_000037_000038.pt,1.828125,36864
meetroom,1,38,39,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/meetroom/gap1/pair_000038_000039.pt,meetroom/gap1/pair_000038_000039.pt,1.828125,36864
meetroom,1,39,40,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/meetroom/gap1/pair_000039_000040.pt,meetroom/gap1/pair_000039_000040.pt,1.828125,36864
meetroom,1,40,41,1,0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage33_dense_gap1_anchor_export/meetroom/gap1/pair_000040_000041.pt,meetroom/gap1/pair_000040_000041.pt,1.828125,36864
