dataset,split,sequence,frame_gap,total_frames,exported_pair_count,total_middle_frames,total_anchor_mib,avg_anchor_mib_per_pair,heavy_root
DAVIS,train,dog-gooses,1,86,85,0,155.390625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,dogs-scale,1,83,82,0,149.90625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,drift-turn,1,64,63,0,115.171875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,drone,1,91,90,0,164.53125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,elephant,1,80,79,0,144.421875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,flamingo,1,80,79,0,144.421875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,hike,1,80,79,0,144.421875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,hockey,1,75,74,0,135.28125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,horsejump-low,1,60,59,0,107.859375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,kid-football,1,68,67,0,122.484375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,kite-walk,1,80,79,0,144.421875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,koala,1,100,99,0,180.984375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,lady-running,1,65,64,0,117.0,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,lindy-hop,1,73,72,0,131.625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,longboard,1,52,51,0,93.234375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,lucia,1,70,69,0,126.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,mallard-fly,1,70,69,0,126.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,mallard-water,1,80,79,0,144.421875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,miami-surf,1,70,69,0,126.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,motocross-bumps,1,60,59,0,107.859375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,motorbike,1,43,42,0,76.78125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,night-race,1,46,45,0,82.265625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,paragliding,1,70,69,0,126.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,planes-water,1,38,37,0,67.640625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,rallye,1,50,49,0,89.578125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,rhino,1,90,89,0,162.703125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,rollerblade,1,35,34,0,62.15625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,schoolgirls,1,80,79,0,144.421875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,scooter-board,1,91,90,0,164.53125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,scooter-gray,1,75,74,0,135.28125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,sheep,1,68,67,0,122.484375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,skate-park,1,80,79,0,144.421875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,snowboard,1,66,65,0,118.828125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,soccerball,1,48,47,0,85.921875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,stroller,1,91,90,0,164.53125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,stunt,1,71,70,0,127.96875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,surf,1,55,54,0,98.71875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,swing,1,60,59,0,107.859375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,tennis,1,70,69,0,126.140625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,tractor-sand,1,76,75,0,137.109375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,train,1,80,79,0,144.421875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,tuk-tuk,1,59,58,0,106.03125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,upside-down,1,65,64,0,117.0,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,varanus-cage,1,67,66,0,120.65625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,walking,1,72,71,0,129.796875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,bike-packing,1,69,68,0,124.3125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,blackswan,1,50,49,0,89.578125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,bmx-trees,1,80,79,0,144.421875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,breakdance,1,84,83,0,151.734375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,camel,1,90,89,0,162.703125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,car-roundabout,1,75,74,0,135.28125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,car-shadow,1,40,39,0,71.296875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,cows,1,104,103,0,188.296875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,dance-twirl,1,90,89,0,162.703125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,dog,1,60,59,0,107.859375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,dogs-jump,1,66,65,0,118.828125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,drift-chicane,1,52,51,0,93.234375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,drift-straight,1,50,49,0,89.578125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,goat,1,90,89,0,162.703125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,gold-fish,1,78,77,0,140.765625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,horsejump-high,1,50,49,0,89.578125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,india,1,81,80,0,146.25,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,judo,1,34,33,0,60.328125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,kite-surf,1,50,49,0,89.578125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,lab-coat,1,47,46,0,84.09375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,libby,1,49,48,0,87.75,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,loading,1,50,49,0,89.578125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,mbike-trick,1,79,78,0,142.59375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,motocross-jump,1,40,39,0,71.296875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,paragliding-launch,1,80,79,0,144.421875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,parkour,1,100,99,0,180.984375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,pigs,1,79,78,0,142.59375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,scooter-black,1,43,42,0,76.78125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,shooting,1,40,39,0,71.296875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,soapbox,1,99,98,0,179.15625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,bear,2,82,41,40,74.953125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,bmx-bumps,2,90,45,44,82.265625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,boat,2,75,37,37,67.640625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,boxing-fisheye,2,87,43,43,78.609375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,breakdance-flare,2,71,35,35,63.984375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,bus,2,80,40,39,73.125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,car-turn,2,80,40,39,73.125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,cat-girl,2,89,44,44,80.4375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,classic-car,2,63,31,31,56.671875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,color-run,2,84,42,41,76.78125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,crossing,2,52,26,25,47.53125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,dance-jump,2,60,30,29,54.84375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,dancing,2,62,31,30,56.671875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,disc-jockey,2,76,38,37,69.46875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,dog-agility,2,25,12,12,21.9375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,dog-gooses,2,86,43,42,78.609375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,dogs-scale,2,83,41,41,74.953125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,drift-turn,2,64,32,31,58.5,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,drone,2,91,45,45,82.265625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,elephant,2,80,40,39,73.125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,flamingo,2,80,40,39,73.125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,hike,2,80,40,39,73.125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,hockey,2,75,37,37,67.640625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,horsejump-low,2,60,30,29,54.84375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,kid-football,2,68,34,33,62.15625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,kite-walk,2,80,40,39,73.125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,koala,2,100,50,49,91.40625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,lady-running,2,65,32,32,58.5,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,lindy-hop,2,73,36,36,65.8125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,longboard,2,52,26,25,47.53125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,lucia,2,70,35,34,63.984375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,mallard-fly,2,70,35,34,63.984375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,mallard-water,2,80,40,39,73.125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,miami-surf,2,70,35,34,63.984375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,motocross-bumps,2,60,30,29,54.84375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,motorbike,2,43,21,21,38.390625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,night-race,2,46,23,22,42.046875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,paragliding,2,70,35,34,63.984375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,planes-water,2,38,19,18,34.734375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,rallye,2,50,25,24,45.703125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,rhino,2,90,45,44,82.265625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,rollerblade,2,35,17,17,31.078125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,schoolgirls,2,80,40,39,73.125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,scooter-board,2,91,45,45,82.265625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,scooter-gray,2,75,37,37,67.640625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,sheep,2,68,34,33,62.15625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,skate-park,2,80,40,39,73.125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,snowboard,2,66,33,32,60.328125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,soccerball,2,48,24,23,43.875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,stroller,2,91,45,45,82.265625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,stunt,2,71,35,35,63.984375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,surf,2,55,27,27,49.359375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,swing,2,60,30,29,54.84375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,tennis,2,70,35,34,63.984375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,tractor-sand,2,76,38,37,69.46875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,train,2,80,40,39,73.125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,tuk-tuk,2,59,29,29,53.015625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,upside-down,2,65,32,32,58.5,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,varanus-cage,2,67,33,33,60.328125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,walking,2,72,36,35,65.8125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,bike-packing,2,69,34,34,62.15625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,blackswan,2,50,25,24,45.703125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,bmx-trees,2,80,40,39,73.125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,breakdance,2,84,42,41,76.78125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,camel,2,90,45,44,82.265625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,car-roundabout,2,75,37,37,67.640625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,car-shadow,2,40,20,19,36.5625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,cows,2,104,52,51,95.0625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,dance-twirl,2,90,45,44,82.265625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,dog,2,60,30,29,54.84375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,dogs-jump,2,66,33,32,60.328125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,drift-chicane,2,52,26,25,47.53125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,drift-straight,2,50,25,24,45.703125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,goat,2,90,45,44,82.265625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,gold-fish,2,78,39,38,71.296875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,horsejump-high,2,50,25,24,45.703125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,india,2,81,40,40,73.125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,judo,2,34,17,16,31.078125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,kite-surf,2,50,25,24,45.703125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,lab-coat,2,47,23,23,42.046875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,libby,2,49,24,24,43.875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,loading,2,50,25,24,45.703125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,mbike-trick,2,79,39,39,71.296875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,motocross-jump,2,40,20,19,36.5625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,paragliding-launch,2,80,40,39,73.125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,parkour,2,100,50,49,91.40625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,pigs,2,79,39,39,71.296875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,scooter-black,2,43,21,21,38.390625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,shooting,2,40,20,19,36.5625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,val,soapbox,2,99,49,49,89.578125,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,bear,4,82,21,60,38.390625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,bmx-bumps,4,90,23,66,42.046875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,boat,4,75,19,55,34.734375,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,boxing-fisheye,4,87,22,64,40.21875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,breakdance-flare,4,71,18,52,32.90625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,bus,4,80,20,59,36.5625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,car-turn,4,80,20,59,36.5625,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,cat-girl,4,89,22,66,40.21875,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
DAVIS,train,classic-car,4,63,16,46,29.25,1.828125,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage61_davis_anchor_export_full
