sequence,total_frames,schedule,frame_index,measurement_type,measurement_key,left_index,right_index,segment_length,normalized_time,is_keyframe,notes
bike-packing,69,uniform_gap8,33,stage158_residual_payload,residual::bike-packing:00033:00032:00040,32,40,8,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap8,34,stage158_residual_payload,residual::bike-packing:00034:00032:00040,32,40,8,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap8,35,stage158_residual_payload,residual::bike-packing:00035:00032:00040,32,40,8,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap8,36,stage158_residual_payload,residual::bike-packing:00036:00032:00040,32,40,8,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap8,37,stage158_residual_payload,residual::bike-packing:00037:00032:00040,32,40,8,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap8,38,stage158_residual_payload,residual::bike-packing:00038:00032:00040,32,40,8,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap8,39,stage158_residual_payload,residual::bike-packing:00039:00032:00040,32,40,8,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap8,40,q12_keyframe_payload,keyframe::bike-packing:00040,40,40,0,0.0,1,measure transmitted q12 keyframe anchor payload
bike-packing,69,uniform_gap8,41,stage158_residual_payload,residual::bike-packing:00041:00040:00048,40,48,8,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap8,42,stage158_residual_payload,residual::bike-packing:00042:00040:00048,40,48,8,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap8,43,stage158_residual_payload,residual::bike-packing:00043:00040:00048,40,48,8,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap8,44,stage158_residual_payload,residual::bike-packing:00044:00040:00048,40,48,8,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap8,45,stage158_residual_payload,residual::bike-packing:00045:00040:00048,40,48,8,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap8,46,stage158_residual_payload,residual::bike-packing:00046:00040:00048,40,48,8,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap8,47,stage158_residual_payload,residual::bike-packing:00047:00040:00048,40,48,8,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap8,48,q12_keyframe_payload,keyframe::bike-packing:00048,48,48,0,0.0,1,measure transmitted q12 keyframe anchor payload
bike-packing,69,uniform_gap8,49,stage158_residual_payload,residual::bike-packing:00049:00048:00056,48,56,8,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap8,50,stage158_residual_payload,residual::bike-packing:00050:00048:00056,48,56,8,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap8,51,stage158_residual_payload,residual::bike-packing:00051:00048:00056,48,56,8,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap8,52,stage158_residual_payload,residual::bike-packing:00052:00048:00056,48,56,8,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap8,53,stage158_residual_payload,residual::bike-packing:00053:00048:00056,48,56,8,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap8,54,stage158_residual_payload,residual::bike-packing:00054:00048:00056,48,56,8,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap8,55,stage158_residual_payload,residual::bike-packing:00055:00048:00056,48,56,8,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap8,56,q12_keyframe_payload,keyframe::bike-packing:00056,56,56,0,0.0,1,measure transmitted q12 keyframe anchor payload
bike-packing,69,uniform_gap8,57,stage158_residual_payload,residual::bike-packing:00057:00056:00064,56,64,8,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap8,58,stage158_residual_payload,residual::bike-packing:00058:00056:00064,56,64,8,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap8,59,stage158_residual_payload,residual::bike-packing:00059:00056:00064,56,64,8,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap8,60,stage158_residual_payload,residual::bike-packing:00060:00056:00064,56,64,8,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap8,61,stage158_residual_payload,residual::bike-packing:00061:00056:00064,56,64,8,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap8,62,stage158_residual_payload,residual::bike-packing:00062:00056:00064,56,64,8,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap8,63,stage158_residual_payload,residual::bike-packing:00063:00056:00064,56,64,8,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap8,64,q12_keyframe_payload,keyframe::bike-packing:00064,64,64,0,0.0,1,measure transmitted q12 keyframe anchor payload
bike-packing,69,uniform_gap8,65,stage158_residual_payload,residual::bike-packing:00065:00064:00068,64,68,4,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap8,66,stage158_residual_payload,residual::bike-packing:00066:00064:00068,64,68,4,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap8,67,stage158_residual_payload,residual::bike-packing:00067:00064:00068,64,68,4,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap8,68,q12_keyframe_payload,keyframe::bike-packing:00068,68,68,0,0.0,1,measure transmitted q12 keyframe anchor payload
bike-packing,69,stage165_adaptive,0,q12_keyframe_payload,keyframe::bike-packing:00000,0,0,0,0.0,1,measure transmitted q12 keyframe anchor payload
bike-packing,69,stage165_adaptive,1,stage158_residual_payload,residual::bike-packing:00001:00000:00008,0,8,8,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,2,stage158_residual_payload,residual::bike-packing:00002:00000:00008,0,8,8,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,3,stage158_residual_payload,residual::bike-packing:00003:00000:00008,0,8,8,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,4,stage158_residual_payload,residual::bike-packing:00004:00000:00008,0,8,8,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,5,stage158_residual_payload,residual::bike-packing:00005:00000:00008,0,8,8,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,6,stage158_residual_payload,residual::bike-packing:00006:00000:00008,0,8,8,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,7,stage158_residual_payload,residual::bike-packing:00007:00000:00008,0,8,8,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,8,q12_keyframe_payload,keyframe::bike-packing:00008,8,8,0,0.0,1,measure transmitted q12 keyframe anchor payload
bike-packing,69,stage165_adaptive,9,stage158_residual_payload,residual::bike-packing:00009:00008:00016,8,16,8,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,10,stage158_residual_payload,residual::bike-packing:00010:00008:00016,8,16,8,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,11,stage158_residual_payload,residual::bike-packing:00011:00008:00016,8,16,8,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,12,stage158_residual_payload,residual::bike-packing:00012:00008:00016,8,16,8,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,13,stage158_residual_payload,residual::bike-packing:00013:00008:00016,8,16,8,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,14,stage158_residual_payload,residual::bike-packing:00014:00008:00016,8,16,8,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,15,stage158_residual_payload,residual::bike-packing:00015:00008:00016,8,16,8,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,16,q12_keyframe_payload,keyframe::bike-packing:00016,16,16,0,0.0,1,measure transmitted q12 keyframe anchor payload
bike-packing,69,stage165_adaptive,17,stage158_residual_payload,residual::bike-packing:00017:00016:00024,16,24,8,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,18,stage158_residual_payload,residual::bike-packing:00018:00016:00024,16,24,8,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,19,stage158_residual_payload,residual::bike-packing:00019:00016:00024,16,24,8,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,20,stage158_residual_payload,residual::bike-packing:00020:00016:00024,16,24,8,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,21,stage158_residual_payload,residual::bike-packing:00021:00016:00024,16,24,8,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,22,stage158_residual_payload,residual::bike-packing:00022:00016:00024,16,24,8,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,23,stage158_residual_payload,residual::bike-packing:00023:00016:00024,16,24,8,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,24,q12_keyframe_payload,keyframe::bike-packing:00024,24,24,0,0.0,1,measure transmitted q12 keyframe anchor payload
bike-packing,69,stage165_adaptive,25,stage158_residual_payload,residual::bike-packing:00025:00024:00032,24,32,8,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,26,stage158_residual_payload,residual::bike-packing:00026:00024:00032,24,32,8,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,27,stage158_residual_payload,residual::bike-packing:00027:00024:00032,24,32,8,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,28,stage158_residual_payload,residual::bike-packing:00028:00024:00032,24,32,8,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,29,stage158_residual_payload,residual::bike-packing:00029:00024:00032,24,32,8,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,30,stage158_residual_payload,residual::bike-packing:00030:00024:00032,24,32,8,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,31,stage158_residual_payload,residual::bike-packing:00031:00024:00032,24,32,8,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,32,q12_keyframe_payload,keyframe::bike-packing:00032,32,32,0,0.0,1,measure transmitted q12 keyframe anchor payload
bike-packing,69,stage165_adaptive,33,stage158_residual_payload,residual::bike-packing:00033:00032:00040,32,40,8,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,34,stage158_residual_payload,residual::bike-packing:00034:00032:00040,32,40,8,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,35,stage158_residual_payload,residual::bike-packing:00035:00032:00040,32,40,8,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,36,stage158_residual_payload,residual::bike-packing:00036:00032:00040,32,40,8,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,37,stage158_residual_payload,residual::bike-packing:00037:00032:00040,32,40,8,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,38,stage158_residual_payload,residual::bike-packing:00038:00032:00040,32,40,8,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,39,stage158_residual_payload,residual::bike-packing:00039:00032:00040,32,40,8,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,40,q12_keyframe_payload,keyframe::bike-packing:00040,40,40,0,0.0,1,measure transmitted q12 keyframe anchor payload
bike-packing,69,stage165_adaptive,41,stage158_residual_payload,residual::bike-packing:00041:00040:00046,40,46,6,0.16666666666666666,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,42,stage158_residual_payload,residual::bike-packing:00042:00040:00046,40,46,6,0.3333333333333333,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,43,stage158_residual_payload,residual::bike-packing:00043:00040:00046,40,46,6,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,44,stage158_residual_payload,residual::bike-packing:00044:00040:00046,40,46,6,0.6666666666666666,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,45,stage158_residual_payload,residual::bike-packing:00045:00040:00046,40,46,6,0.8333333333333334,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,46,q12_keyframe_payload,keyframe::bike-packing:00046,46,46,0,0.0,1,measure transmitted q12 keyframe anchor payload
bike-packing,69,stage165_adaptive,47,stage158_residual_payload,residual::bike-packing:00047:00046:00048,46,48,2,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,48,q12_keyframe_payload,keyframe::bike-packing:00048,48,48,0,0.0,1,measure transmitted q12 keyframe anchor payload
bike-packing,69,stage165_adaptive,49,stage158_residual_payload,residual::bike-packing:00049:00048:00056,48,56,8,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,50,stage158_residual_payload,residual::bike-packing:00050:00048:00056,48,56,8,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,51,stage158_residual_payload,residual::bike-packing:00051:00048:00056,48,56,8,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,52,stage158_residual_payload,residual::bike-packing:00052:00048:00056,48,56,8,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,53,stage158_residual_payload,residual::bike-packing:00053:00048:00056,48,56,8,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,54,stage158_residual_payload,residual::bike-packing:00054:00048:00056,48,56,8,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,55,stage158_residual_payload,residual::bike-packing:00055:00048:00056,48,56,8,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,56,q12_keyframe_payload,keyframe::bike-packing:00056,56,56,0,0.0,1,measure transmitted q12 keyframe anchor payload
bike-packing,69,stage165_adaptive,57,stage158_residual_payload,residual::bike-packing:00057:00056:00064,56,64,8,0.125,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,58,stage158_residual_payload,residual::bike-packing:00058:00056:00064,56,64,8,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,59,stage158_residual_payload,residual::bike-packing:00059:00056:00064,56,64,8,0.375,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,60,stage158_residual_payload,residual::bike-packing:00060:00056:00064,56,64,8,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,61,stage158_residual_payload,residual::bike-packing:00061:00056:00064,56,64,8,0.625,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,62,stage158_residual_payload,residual::bike-packing:00062:00056:00064,56,64,8,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,63,stage158_residual_payload,residual::bike-packing:00063:00056:00064,56,64,8,0.875,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,64,q12_keyframe_payload,keyframe::bike-packing:00064,64,64,0,0.0,1,measure transmitted q12 keyframe anchor payload
bike-packing,69,stage165_adaptive,65,stage158_residual_payload,residual::bike-packing:00065:00064:00068,64,68,4,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,66,stage158_residual_payload,residual::bike-packing:00066:00064:00068,64,68,4,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,67,stage158_residual_payload,residual::bike-packing:00067:00064:00068,64,68,4,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,stage165_adaptive,68,q12_keyframe_payload,keyframe::bike-packing:00068,68,68,0,0.0,1,measure transmitted q12 keyframe anchor payload
bike-packing,69,uniform_gap4,0,q12_keyframe_payload,keyframe::bike-packing:00000,0,0,0,0.0,1,measure transmitted q12 keyframe anchor payload
bike-packing,69,uniform_gap4,1,stage158_residual_payload,residual::bike-packing:00001:00000:00004,0,4,4,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap4,2,stage158_residual_payload,residual::bike-packing:00002:00000:00004,0,4,4,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap4,3,stage158_residual_payload,residual::bike-packing:00003:00000:00004,0,4,4,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap4,4,q12_keyframe_payload,keyframe::bike-packing:00004,4,4,0,0.0,1,measure transmitted q12 keyframe anchor payload
bike-packing,69,uniform_gap4,5,stage158_residual_payload,residual::bike-packing:00005:00004:00008,4,8,4,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap4,6,stage158_residual_payload,residual::bike-packing:00006:00004:00008,4,8,4,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap4,7,stage158_residual_payload,residual::bike-packing:00007:00004:00008,4,8,4,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap4,8,q12_keyframe_payload,keyframe::bike-packing:00008,8,8,0,0.0,1,measure transmitted q12 keyframe anchor payload
bike-packing,69,uniform_gap4,9,stage158_residual_payload,residual::bike-packing:00009:00008:00012,8,12,4,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap4,10,stage158_residual_payload,residual::bike-packing:00010:00008:00012,8,12,4,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap4,11,stage158_residual_payload,residual::bike-packing:00011:00008:00012,8,12,4,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap4,12,q12_keyframe_payload,keyframe::bike-packing:00012,12,12,0,0.0,1,measure transmitted q12 keyframe anchor payload
bike-packing,69,uniform_gap4,13,stage158_residual_payload,residual::bike-packing:00013:00012:00016,12,16,4,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap4,14,stage158_residual_payload,residual::bike-packing:00014:00012:00016,12,16,4,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap4,15,stage158_residual_payload,residual::bike-packing:00015:00012:00016,12,16,4,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap4,16,q12_keyframe_payload,keyframe::bike-packing:00016,16,16,0,0.0,1,measure transmitted q12 keyframe anchor payload
bike-packing,69,uniform_gap4,17,stage158_residual_payload,residual::bike-packing:00017:00016:00020,16,20,4,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap4,18,stage158_residual_payload,residual::bike-packing:00018:00016:00020,16,20,4,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap4,19,stage158_residual_payload,residual::bike-packing:00019:00016:00020,16,20,4,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap4,20,q12_keyframe_payload,keyframe::bike-packing:00020,20,20,0,0.0,1,measure transmitted q12 keyframe anchor payload
bike-packing,69,uniform_gap4,21,stage158_residual_payload,residual::bike-packing:00021:00020:00024,20,24,4,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap4,22,stage158_residual_payload,residual::bike-packing:00022:00020:00024,20,24,4,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap4,23,stage158_residual_payload,residual::bike-packing:00023:00020:00024,20,24,4,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap4,24,q12_keyframe_payload,keyframe::bike-packing:00024,24,24,0,0.0,1,measure transmitted q12 keyframe anchor payload
bike-packing,69,uniform_gap4,25,stage158_residual_payload,residual::bike-packing:00025:00024:00028,24,28,4,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap4,26,stage158_residual_payload,residual::bike-packing:00026:00024:00028,24,28,4,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap4,27,stage158_residual_payload,residual::bike-packing:00027:00024:00028,24,28,4,0.75,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap4,28,q12_keyframe_payload,keyframe::bike-packing:00028,28,28,0,0.0,1,measure transmitted q12 keyframe anchor payload
bike-packing,69,uniform_gap4,29,stage158_residual_payload,residual::bike-packing:00029:00028:00032,28,32,4,0.25,0,measure Stage158 entropy residual payload for recovered non-keyframe
bike-packing,69,uniform_gap4,30,stage158_residual_payload,residual::bike-packing:00030:00028:00032,28,32,4,0.5,0,measure Stage158 entropy residual payload for recovered non-keyframe
