measurement_key,sequence,target_index,left_index,right_index,segment_length,normalized_time,used_by_schedules,schedule_count
residual::bike-packing:00043:00040:00044,bike-packing,43,40,44,4,0.75,uniform_gap4,1
residual::bike-packing:00043:00040:00046,bike-packing,43,40,46,6,0.5,stage165_adaptive,1
residual::bike-packing:00043:00040:00048,bike-packing,43,40,48,8,0.375,uniform_gap8,1
residual::bike-packing:00044:00040:00046,bike-packing,44,40,46,6,0.6666666666666666,stage165_adaptive,1
residual::bike-packing:00044:00040:00048,bike-packing,44,40,48,8,0.5,uniform_gap8,1
residual::bike-packing:00045:00040:00046,bike-packing,45,40,46,6,0.8333333333333334,stage165_adaptive,1
residual::bike-packing:00045:00040:00048,bike-packing,45,40,48,8,0.625,uniform_gap8,1
residual::bike-packing:00045:00044:00048,bike-packing,45,44,48,4,0.25,uniform_gap4,1
residual::bike-packing:00046:00040:00048,bike-packing,46,40,48,8,0.75,uniform_gap8,1
residual::bike-packing:00046:00044:00048,bike-packing,46,44,48,4,0.5,uniform_gap4,1
residual::bike-packing:00047:00040:00048,bike-packing,47,40,48,8,0.875,uniform_gap8,1
residual::bike-packing:00047:00044:00048,bike-packing,47,44,48,4,0.75,uniform_gap4,1
residual::bike-packing:00047:00046:00048,bike-packing,47,46,48,2,0.5,stage165_adaptive,1
residual::bike-packing:00049:00048:00052,bike-packing,49,48,52,4,0.25,uniform_gap4,1
residual::bike-packing:00049:00048:00056,bike-packing,49,48,56,8,0.125,stage165_adaptive uniform_gap8,2
residual::bike-packing:00050:00048:00052,bike-packing,50,48,52,4,0.5,uniform_gap4,1
residual::bike-packing:00050:00048:00056,bike-packing,50,48,56,8,0.25,stage165_adaptive uniform_gap8,2
residual::bike-packing:00051:00048:00052,bike-packing,51,48,52,4,0.75,uniform_gap4,1
residual::bike-packing:00051:00048:00056,bike-packing,51,48,56,8,0.375,stage165_adaptive uniform_gap8,2
residual::bike-packing:00052:00048:00056,bike-packing,52,48,56,8,0.5,stage165_adaptive uniform_gap8,2
residual::bike-packing:00053:00048:00056,bike-packing,53,48,56,8,0.625,stage165_adaptive uniform_gap8,2
residual::bike-packing:00053:00052:00056,bike-packing,53,52,56,4,0.25,uniform_gap4,1
residual::bike-packing:00054:00048:00056,bike-packing,54,48,56,8,0.75,stage165_adaptive uniform_gap8,2
residual::bike-packing:00054:00052:00056,bike-packing,54,52,56,4,0.5,uniform_gap4,1
residual::bike-packing:00055:00048:00056,bike-packing,55,48,56,8,0.875,stage165_adaptive uniform_gap8,2
residual::bike-packing:00055:00052:00056,bike-packing,55,52,56,4,0.75,uniform_gap4,1
residual::bike-packing:00057:00056:00060,bike-packing,57,56,60,4,0.25,uniform_gap4,1
residual::bike-packing:00057:00056:00064,bike-packing,57,56,64,8,0.125,stage165_adaptive uniform_gap8,2
residual::bike-packing:00058:00056:00060,bike-packing,58,56,60,4,0.5,uniform_gap4,1
residual::bike-packing:00058:00056:00064,bike-packing,58,56,64,8,0.25,stage165_adaptive uniform_gap8,2
residual::bike-packing:00059:00056:00060,bike-packing,59,56,60,4,0.75,uniform_gap4,1
residual::bike-packing:00059:00056:00064,bike-packing,59,56,64,8,0.375,stage165_adaptive uniform_gap8,2
residual::bike-packing:00060:00056:00064,bike-packing,60,56,64,8,0.5,stage165_adaptive uniform_gap8,2
residual::bike-packing:00061:00056:00064,bike-packing,61,56,64,8,0.625,stage165_adaptive uniform_gap8,2
residual::bike-packing:00061:00060:00064,bike-packing,61,60,64,4,0.25,uniform_gap4,1
residual::bike-packing:00062:00056:00064,bike-packing,62,56,64,8,0.75,stage165_adaptive uniform_gap8,2
residual::bike-packing:00062:00060:00064,bike-packing,62,60,64,4,0.5,uniform_gap4,1
residual::bike-packing:00063:00056:00064,bike-packing,63,56,64,8,0.875,stage165_adaptive uniform_gap8,2
residual::bike-packing:00063:00060:00064,bike-packing,63,60,64,4,0.75,uniform_gap4,1
residual::bike-packing:00065:00064:00068,bike-packing,65,64,68,4,0.25,stage165_adaptive uniform_gap4 uniform_gap8,3
residual::bike-packing:00066:00064:00068,bike-packing,66,64,68,4,0.5,stage165_adaptive uniform_gap4 uniform_gap8,3
residual::bike-packing:00067:00064:00068,bike-packing,67,64,68,4,0.75,stage165_adaptive uniform_gap4 uniform_gap8,3
residual::blackswan:00001:00000:00004,blackswan,1,0,4,4,0.25,uniform_gap4,1
residual::blackswan:00001:00000:00008,blackswan,1,0,8,8,0.125,stage165_adaptive uniform_gap8,2
residual::blackswan:00002:00000:00004,blackswan,2,0,4,4,0.5,uniform_gap4,1
residual::blackswan:00002:00000:00008,blackswan,2,0,8,8,0.25,stage165_adaptive uniform_gap8,2
residual::blackswan:00003:00000:00004,blackswan,3,0,4,4,0.75,uniform_gap4,1
residual::blackswan:00003:00000:00008,blackswan,3,0,8,8,0.375,stage165_adaptive uniform_gap8,2
residual::blackswan:00004:00000:00008,blackswan,4,0,8,8,0.5,stage165_adaptive uniform_gap8,2
residual::blackswan:00005:00000:00008,blackswan,5,0,8,8,0.625,stage165_adaptive uniform_gap8,2
residual::blackswan:00005:00004:00008,blackswan,5,4,8,4,0.25,uniform_gap4,1
residual::blackswan:00006:00000:00008,blackswan,6,0,8,8,0.75,stage165_adaptive uniform_gap8,2
residual::blackswan:00006:00004:00008,blackswan,6,4,8,4,0.5,uniform_gap4,1
residual::blackswan:00007:00000:00008,blackswan,7,0,8,8,0.875,stage165_adaptive uniform_gap8,2
residual::blackswan:00007:00004:00008,blackswan,7,4,8,4,0.75,uniform_gap4,1
residual::blackswan:00009:00008:00012,blackswan,9,8,12,4,0.25,uniform_gap4,1
residual::blackswan:00009:00008:00016,blackswan,9,8,16,8,0.125,stage165_adaptive uniform_gap8,2
residual::blackswan:00010:00008:00012,blackswan,10,8,12,4,0.5,uniform_gap4,1
residual::blackswan:00010:00008:00016,blackswan,10,8,16,8,0.25,stage165_adaptive uniform_gap8,2
residual::blackswan:00011:00008:00012,blackswan,11,8,12,4,0.75,uniform_gap4,1
residual::blackswan:00011:00008:00016,blackswan,11,8,16,8,0.375,stage165_adaptive uniform_gap8,2
residual::blackswan:00012:00008:00016,blackswan,12,8,16,8,0.5,stage165_adaptive uniform_gap8,2
residual::blackswan:00013:00008:00016,blackswan,13,8,16,8,0.625,stage165_adaptive uniform_gap8,2
residual::blackswan:00013:00012:00016,blackswan,13,12,16,4,0.25,uniform_gap4,1
residual::blackswan:00014:00008:00016,blackswan,14,8,16,8,0.75,stage165_adaptive uniform_gap8,2
residual::blackswan:00014:00012:00016,blackswan,14,12,16,4,0.5,uniform_gap4,1
residual::blackswan:00015:00008:00016,blackswan,15,8,16,8,0.875,stage165_adaptive uniform_gap8,2
residual::blackswan:00015:00012:00016,blackswan,15,12,16,4,0.75,uniform_gap4,1
residual::blackswan:00017:00016:00020,blackswan,17,16,20,4,0.25,uniform_gap4,1
residual::blackswan:00017:00016:00024,blackswan,17,16,24,8,0.125,stage165_adaptive uniform_gap8,2
residual::blackswan:00018:00016:00020,blackswan,18,16,20,4,0.5,uniform_gap4,1
residual::blackswan:00018:00016:00024,blackswan,18,16,24,8,0.25,stage165_adaptive uniform_gap8,2
residual::blackswan:00019:00016:00020,blackswan,19,16,20,4,0.75,uniform_gap4,1
residual::blackswan:00019:00016:00024,blackswan,19,16,24,8,0.375,stage165_adaptive uniform_gap8,2
residual::blackswan:00020:00016:00024,blackswan,20,16,24,8,0.5,stage165_adaptive uniform_gap8,2
residual::blackswan:00021:00016:00024,blackswan,21,16,24,8,0.625,stage165_adaptive uniform_gap8,2
residual::blackswan:00021:00020:00024,blackswan,21,20,24,4,0.25,uniform_gap4,1
residual::blackswan:00022:00016:00024,blackswan,22,16,24,8,0.75,stage165_adaptive uniform_gap8,2
residual::blackswan:00022:00020:00024,blackswan,22,20,24,4,0.5,uniform_gap4,1
residual::blackswan:00023:00016:00024,blackswan,23,16,24,8,0.875,stage165_adaptive uniform_gap8,2
residual::blackswan:00023:00020:00024,blackswan,23,20,24,4,0.75,uniform_gap4,1
residual::blackswan:00025:00024:00028,blackswan,25,24,28,4,0.25,uniform_gap4,1
residual::blackswan:00025:00024:00032,blackswan,25,24,32,8,0.125,stage165_adaptive uniform_gap8,2
residual::blackswan:00026:00024:00028,blackswan,26,24,28,4,0.5,uniform_gap4,1
residual::blackswan:00026:00024:00032,blackswan,26,24,32,8,0.25,stage165_adaptive uniform_gap8,2
residual::blackswan:00027:00024:00028,blackswan,27,24,28,4,0.75,uniform_gap4,1
residual::blackswan:00027:00024:00032,blackswan,27,24,32,8,0.375,stage165_adaptive uniform_gap8,2
residual::blackswan:00028:00024:00032,blackswan,28,24,32,8,0.5,stage165_adaptive uniform_gap8,2
residual::blackswan:00029:00024:00032,blackswan,29,24,32,8,0.625,stage165_adaptive uniform_gap8,2
residual::blackswan:00029:00028:00032,blackswan,29,28,32,4,0.25,uniform_gap4,1
residual::blackswan:00030:00024:00032,blackswan,30,24,32,8,0.75,stage165_adaptive uniform_gap8,2
residual::blackswan:00030:00028:00032,blackswan,30,28,32,4,0.5,uniform_gap4,1
residual::blackswan:00031:00024:00032,blackswan,31,24,32,8,0.875,stage165_adaptive uniform_gap8,2
residual::blackswan:00031:00028:00032,blackswan,31,28,32,4,0.75,uniform_gap4,1
residual::blackswan:00033:00032:00036,blackswan,33,32,36,4,0.25,uniform_gap4,1
residual::blackswan:00033:00032:00040,blackswan,33,32,40,8,0.125,stage165_adaptive uniform_gap8,2
residual::blackswan:00034:00032:00036,blackswan,34,32,36,4,0.5,uniform_gap4,1
residual::blackswan:00034:00032:00040,blackswan,34,32,40,8,0.25,stage165_adaptive uniform_gap8,2
residual::blackswan:00035:00032:00036,blackswan,35,32,36,4,0.75,uniform_gap4,1
residual::blackswan:00035:00032:00040,blackswan,35,32,40,8,0.375,stage165_adaptive uniform_gap8,2
residual::blackswan:00036:00032:00040,blackswan,36,32,40,8,0.5,stage165_adaptive uniform_gap8,2
residual::blackswan:00037:00032:00040,blackswan,37,32,40,8,0.625,stage165_adaptive uniform_gap8,2
residual::blackswan:00037:00036:00040,blackswan,37,36,40,4,0.25,uniform_gap4,1
residual::blackswan:00038:00032:00040,blackswan,38,32,40,8,0.75,stage165_adaptive uniform_gap8,2
residual::blackswan:00038:00036:00040,blackswan,38,36,40,4,0.5,uniform_gap4,1
residual::blackswan:00039:00032:00040,blackswan,39,32,40,8,0.875,stage165_adaptive uniform_gap8,2
residual::blackswan:00039:00036:00040,blackswan,39,36,40,4,0.75,uniform_gap4,1
residual::blackswan:00041:00040:00044,blackswan,41,40,44,4,0.25,uniform_gap4,1
residual::blackswan:00041:00040:00048,blackswan,41,40,48,8,0.125,stage165_adaptive uniform_gap8,2
residual::blackswan:00042:00040:00044,blackswan,42,40,44,4,0.5,uniform_gap4,1
residual::blackswan:00042:00040:00048,blackswan,42,40,48,8,0.25,stage165_adaptive uniform_gap8,2
residual::blackswan:00043:00040:00044,blackswan,43,40,44,4,0.75,uniform_gap4,1
residual::blackswan:00043:00040:00048,blackswan,43,40,48,8,0.375,stage165_adaptive uniform_gap8,2
residual::blackswan:00044:00040:00048,blackswan,44,40,48,8,0.5,stage165_adaptive uniform_gap8,2
residual::blackswan:00045:00040:00048,blackswan,45,40,48,8,0.625,stage165_adaptive uniform_gap8,2
residual::blackswan:00045:00044:00048,blackswan,45,44,48,4,0.25,uniform_gap4,1
residual::blackswan:00046:00040:00048,blackswan,46,40,48,8,0.75,stage165_adaptive uniform_gap8,2
residual::blackswan:00046:00044:00048,blackswan,46,44,48,4,0.5,uniform_gap4,1
residual::blackswan:00047:00040:00048,blackswan,47,40,48,8,0.875,stage165_adaptive uniform_gap8,2
residual::blackswan:00047:00044:00048,blackswan,47,44,48,4,0.75,uniform_gap4,1
residual::bmx-trees:00001:00000:00004,bmx-trees,1,0,4,4,0.25,uniform_gap4,1
residual::bmx-trees:00001:00000:00008,bmx-trees,1,0,8,8,0.125,stage165_adaptive uniform_gap8,2
residual::bmx-trees:00002:00000:00004,bmx-trees,2,0,4,4,0.5,uniform_gap4,1
residual::bmx-trees:00002:00000:00008,bmx-trees,2,0,8,8,0.25,stage165_adaptive uniform_gap8,2
residual::bmx-trees:00003:00000:00004,bmx-trees,3,0,4,4,0.75,uniform_gap4,1
residual::bmx-trees:00003:00000:00008,bmx-trees,3,0,8,8,0.375,stage165_adaptive uniform_gap8,2
residual::bmx-trees:00004:00000:00008,bmx-trees,4,0,8,8,0.5,stage165_adaptive uniform_gap8,2
residual::bmx-trees:00005:00000:00008,bmx-trees,5,0,8,8,0.625,stage165_adaptive uniform_gap8,2
residual::bmx-trees:00005:00004:00008,bmx-trees,5,4,8,4,0.25,uniform_gap4,1
residual::bmx-trees:00006:00000:00008,bmx-trees,6,0,8,8,0.75,stage165_adaptive uniform_gap8,2
residual::bmx-trees:00006:00004:00008,bmx-trees,6,4,8,4,0.5,uniform_gap4,1
residual::bmx-trees:00007:00000:00008,bmx-trees,7,0,8,8,0.875,stage165_adaptive uniform_gap8,2
residual::bmx-trees:00007:00004:00008,bmx-trees,7,4,8,4,0.75,uniform_gap4,1
residual::bmx-trees:00009:00008:00012,bmx-trees,9,8,12,4,0.25,uniform_gap4,1
residual::bmx-trees:00009:00008:00016,bmx-trees,9,8,16,8,0.125,stage165_adaptive uniform_gap8,2
residual::bmx-trees:00010:00008:00012,bmx-trees,10,8,12,4,0.5,uniform_gap4,1
residual::bmx-trees:00010:00008:00016,bmx-trees,10,8,16,8,0.25,stage165_adaptive uniform_gap8,2
residual::bmx-trees:00011:00008:00012,bmx-trees,11,8,12,4,0.75,uniform_gap4,1
residual::bmx-trees:00011:00008:00016,bmx-trees,11,8,16,8,0.375,stage165_adaptive uniform_gap8,2
residual::bmx-trees:00012:00008:00016,bmx-trees,12,8,16,8,0.5,stage165_adaptive uniform_gap8,2
residual::bmx-trees:00013:00008:00016,bmx-trees,13,8,16,8,0.625,stage165_adaptive uniform_gap8,2
residual::bmx-trees:00013:00012:00016,bmx-trees,13,12,16,4,0.25,uniform_gap4,1
residual::bmx-trees:00014:00008:00016,bmx-trees,14,8,16,8,0.75,stage165_adaptive uniform_gap8,2
residual::bmx-trees:00014:00012:00016,bmx-trees,14,12,16,4,0.5,uniform_gap4,1
residual::bmx-trees:00015:00008:00016,bmx-trees,15,8,16,8,0.875,stage165_adaptive uniform_gap8,2
residual::bmx-trees:00015:00012:00016,bmx-trees,15,12,16,4,0.75,uniform_gap4,1
residual::bmx-trees:00017:00016:00020,bmx-trees,17,16,20,4,0.25,uniform_gap4,1
residual::bmx-trees:00017:00016:00024,bmx-trees,17,16,24,8,0.125,stage165_adaptive uniform_gap8,2
residual::bmx-trees:00018:00016:00020,bmx-trees,18,16,20,4,0.5,uniform_gap4,1
residual::bmx-trees:00018:00016:00024,bmx-trees,18,16,24,8,0.25,stage165_adaptive uniform_gap8,2
residual::bmx-trees:00019:00016:00020,bmx-trees,19,16,20,4,0.75,uniform_gap4,1
residual::bmx-trees:00019:00016:00024,bmx-trees,19,16,24,8,0.375,stage165_adaptive uniform_gap8,2
residual::bmx-trees:00020:00016:00024,bmx-trees,20,16,24,8,0.5,stage165_adaptive uniform_gap8,2
residual::bmx-trees:00021:00016:00024,bmx-trees,21,16,24,8,0.625,stage165_adaptive uniform_gap8,2
residual::bmx-trees:00021:00020:00024,bmx-trees,21,20,24,4,0.25,uniform_gap4,1
residual::bmx-trees:00022:00016:00024,bmx-trees,22,16,24,8,0.75,stage165_adaptive uniform_gap8,2
residual::bmx-trees:00022:00020:00024,bmx-trees,22,20,24,4,0.5,uniform_gap4,1
residual::bmx-trees:00023:00016:00024,bmx-trees,23,16,24,8,0.875,stage165_adaptive uniform_gap8,2
residual::bmx-trees:00023:00020:00024,bmx-trees,23,20,24,4,0.75,uniform_gap4,1
residual::bmx-trees:00025:00024:00028,bmx-trees,25,24,28,4,0.25,uniform_gap4,1
residual::bmx-trees:00025:00024:00031,bmx-trees,25,24,31,7,0.14285714285714285,stage165_adaptive,1
residual::bmx-trees:00025:00024:00032,bmx-trees,25,24,32,8,0.125,uniform_gap8,1
residual::bmx-trees:00026:00024:00028,bmx-trees,26,24,28,4,0.5,uniform_gap4,1
residual::bmx-trees:00026:00024:00031,bmx-trees,26,24,31,7,0.2857142857142857,stage165_adaptive,1
residual::bmx-trees:00026:00024:00032,bmx-trees,26,24,32,8,0.25,uniform_gap8,1
residual::bmx-trees:00027:00024:00028,bmx-trees,27,24,28,4,0.75,uniform_gap4,1
residual::bmx-trees:00027:00024:00031,bmx-trees,27,24,31,7,0.42857142857142855,stage165_adaptive,1
residual::bmx-trees:00027:00024:00032,bmx-trees,27,24,32,8,0.375,uniform_gap8,1
residual::bmx-trees:00028:00024:00031,bmx-trees,28,24,31,7,0.5714285714285714,stage165_adaptive,1
residual::bmx-trees:00028:00024:00032,bmx-trees,28,24,32,8,0.5,uniform_gap8,1
residual::bmx-trees:00029:00024:00031,bmx-trees,29,24,31,7,0.7142857142857143,stage165_adaptive,1
residual::bmx-trees:00029:00024:00032,bmx-trees,29,24,32,8,0.625,uniform_gap8,1
residual::bmx-trees:00029:00028:00032,bmx-trees,29,28,32,4,0.25,uniform_gap4,1
residual::bmx-trees:00030:00024:00031,bmx-trees,30,24,31,7,0.8571428571428571,stage165_adaptive,1
residual::bmx-trees:00030:00024:00032,bmx-trees,30,24,32,8,0.75,uniform_gap8,1
residual::bmx-trees:00030:00028:00032,bmx-trees,30,28,32,4,0.5,uniform_gap4,1
residual::bmx-trees:00031:00024:00032,bmx-trees,31,24,32,8,0.875,uniform_gap8,1
residual::bmx-trees:00031:00028:00032,bmx-trees,31,28,32,4,0.75,uniform_gap4,1
residual::bmx-trees:00033:00032:00035,bmx-trees,33,32,35,3,0.3333333333333333,stage165_adaptive,1
residual::bmx-trees:00033:00032:00036,bmx-trees,33,32,36,4,0.25,uniform_gap4,1
residual::bmx-trees:00033:00032:00040,bmx-trees,33,32,40,8,0.125,uniform_gap8,1
residual::bmx-trees:00034:00032:00035,bmx-trees,34,32,35,3,0.6666666666666666,stage165_adaptive,1
residual::bmx-trees:00034:00032:00036,bmx-trees,34,32,36,4,0.5,uniform_gap4,1
residual::bmx-trees:00034:00032:00040,bmx-trees,34,32,40,8,0.25,uniform_gap8,1
residual::bmx-trees:00035:00032:00036,bmx-trees,35,32,36,4,0.75,uniform_gap4,1
residual::bmx-trees:00035:00032:00040,bmx-trees,35,32,40,8,0.375,uniform_gap8,1
residual::bmx-trees:00036:00032:00040,bmx-trees,36,32,40,8,0.5,uniform_gap8,1
residual::bmx-trees:00036:00035:00040,bmx-trees,36,35,40,5,0.2,stage165_adaptive,1
residual::bmx-trees:00037:00032:00040,bmx-trees,37,32,40,8,0.625,uniform_gap8,1
residual::bmx-trees:00037:00035:00040,bmx-trees,37,35,40,5,0.4,stage165_adaptive,1
residual::bmx-trees:00037:00036:00040,bmx-trees,37,36,40,4,0.25,uniform_gap4,1
residual::bmx-trees:00038:00032:00040,bmx-trees,38,32,40,8,0.75,uniform_gap8,1
residual::bmx-trees:00038:00035:00040,bmx-trees,38,35,40,5,0.6,stage165_adaptive,1
residual::bmx-trees:00038:00036:00040,bmx-trees,38,36,40,4,0.5,uniform_gap4,1
residual::bmx-trees:00039:00032:00040,bmx-trees,39,32,40,8,0.875,uniform_gap8,1
residual::bmx-trees:00039:00035:00040,bmx-trees,39,35,40,5,0.8,stage165_adaptive,1
residual::bmx-trees:00039:00036:00040,bmx-trees,39,36,40,4,0.75,uniform_gap4,1
residual::bmx-trees:00041:00040:00044,bmx-trees,41,40,44,4,0.25,uniform_gap4,1
residual::bmx-trees:00041:00040:00048,bmx-trees,41,40,48,8,0.125,stage165_adaptive uniform_gap8,2
residual::bmx-trees:00042:00040:00044,bmx-trees,42,40,44,4,0.5,uniform_gap4,1
residual::bmx-trees:00042:00040:00048,bmx-trees,42,40,48,8,0.25,stage165_adaptive uniform_gap8,2
residual::bmx-trees:00043:00040:00044,bmx-trees,43,40,44,4,0.75,uniform_gap4,1
residual::bmx-trees:00043:00040:00048,bmx-trees,43,40,48,8,0.375,stage165_adaptive uniform_gap8,2
residual::bmx-trees:00044:00040:00048,bmx-trees,44,40,48,8,0.5,stage165_adaptive uniform_gap8,2
residual::bmx-trees:00045:00040:00048,bmx-trees,45,40,48,8,0.625,stage165_adaptive uniform_gap8,2
residual::bmx-trees:00045:00044:00048,bmx-trees,45,44,48,4,0.25,uniform_gap4,1
residual::bmx-trees:00046:00040:00048,bmx-trees,46,40,48,8,0.75,stage165_adaptive uniform_gap8,2
